Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
bread_BakedUV,0.9177,0.9101,5.547,0.5994,10.4947,-2.5846
dino_retopo_uv,0.9061,0.8932,6.6965,2.1857,11.2074,-3.3633
dorfkirche,0.9723,0.9272,4.7294,1.6313,7.8274,-2.4942
Flintlock_Pistol,0.9199,0.8416,7.7981,1.8259,13.7702,-2.5603
Lidded-Ewer_bakedUV,0.9026,0.8477,6.4156,1.6521,11.1791,-2.8768
lizard_BakedUV,0.9291,0.8974,4.3968,1.0211,7.7726,-1.9785
Orchid,0.3294,0.4125,4.2435,-9.17,17.657,-2.1125
PlaningMachine200K,0.9462,0.8758,5.7879,1.6189,9.9568,-2.9094
PRI_Hepatus,0.867,0.8584,3.3083,0.7719,5.8447,-1.65
shark_bakedUV,0.9785,0.9272,4.2508,1.2633,7.2383,-2.1862
Triceratops_manifold,0.9231,0.9121,5.5061,1.1944,9.8179,-2.6756
