Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
AsparnLoewe_C,0.8943,0.8815,9.5259,2.4178,16.6339,-3.2221
Boiler,0.8656,0.8774,4.5474,0.6572,8.4376,-1.5442
diez_BakedUV,0.8225,0.7626,5.266,1.5617,8.9704,-2.3818
GeorgeWashington_BakedUV,0.8255,0.7355,4.7462,-1.2003,10.6926,-1.5648
GoldenStatueModel,0.9703,0.9602,4.7378,1.9353,7.5402,-1.8417
Graphosoma,0.6746,0.3652,3.4291,0.4275,6.4307,-1.8969
JaneAnne_WithBase,0.9455,0.9697,4.2776,0.6493,7.906,-1.6704
Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096,0.9098,0.9241,4.2374,0.421,8.0538,-0.7244
skiboot_BakedUV,0.964,0.8679,4.5739,0.7801,8.3677,-1.5516
Streblognathus,0.94,0.9361,5.3195,2.2893,8.3498,-2.3545
yourMesh,0.9142,0.8974,4.0663,0.8736,7.259,-2.5024
