Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
AsparnLoewe_C,0.9217,0.9246,8.3438,2.5388,14.1487,-3.4384
Boiler,0.8478,0.8333,3.7678,0.6246,6.9111,-1.6046
diez_BakedUV,0.7886,0.6895,4.795,1.2781,8.3119,-2.7405
GeorgeWashington_BakedUV,0.2441,0.151,0.7215,-2.1913,3.6342,0.1667
GoldenStatueModel,0.9274,0.9601,4.6855,1.8192,7.5518,-2.598
Graphosoma,0.7,0.6568,2.6164,0.4181,4.8146,-1.6533
JaneAnne_WithBase,0.9449,0.9565,3.9102,0.5763,7.2441,-1.6645
Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096,0.8867,0.8844,4.0942,0.4069,7.7816,-0.8093
skiboot_BakedUV,0.9059,0.7797,6.541,0.6703,12.4118,-4.6703
Streblognathus,0.8974,0.9462,5.3446,2.0577,8.6315,-3.13
yourMesh,0.7947,0.727,3.1267,0.4018,5.8516,-2.2131
