Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
1970.16_Neck_Amphora_100K,0.7383,0.684,2.7272,-3.0812,8.5356,-1.6087
abel_highpoly_meshexp,0.2276,0.26,1.2201,-7.5319,9.9721,-0.5614
Ailurodus_maculosus,0.6966,0.6668,3.5073,-1.282,8.2966,-1.6672
Beethoven_bakedUV2,0.6449,0.4135,4.3299,-0.6609,9.3208,-1.8216
CharlieChaplin,0.8792,0.8077,4.5768,0.4269,8.7266,-1.0992
dom_utka,0.863,0.7795,5.0007,1.0083,8.993,-2.4865
Jomon_bakedUV,0.6943,0.5697,3.6242,-0.3404,7.5887,-1.5202
piano,0.9007,0.6733,5.1561,-1.108,11.4202,-2.9638
sylvaniapathmaker,0.7404,0.677,2.2361,-2.0294,6.5016,-0.8222
TimeWarner_SA_remote,0.8983,0.7466,3.1677,-0.7273,7.0627,-0.4592
to_subs,0.9567,0.865,8.5234,3.1284,13.9185,-1.9215
