Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R²
bread_BakedUV,0.9378,0.9326,6.2182,0.786,11.6504,-2.8188
dino_retopo_uv,0.7088,0.7041,5.5834,0.8784,10.2885,-3.0589
dorfkirche,0.9622,0.9059,5.3004,1.8359,8.765,-3.179
Flintlock_Pistol,0.8659,0.8395,5.3809,1.2681,9.4937,-1.6672
Lidded-Ewer_bakedUV,0.8909,0.8711,5.9926,1.4949,10.4904,-2.8772
lizard_BakedUV,0.9259,0.8843,5.0619,1.1093,9.0146,-2.2429
Orchid,0.5402,0.6014,7.4083,-7.1313,21.9479,-2.6811
PlaningMachine200K,0.9499,0.8915,6.3246,1.4606,11.1887,-2.648
PRI_Hepatus,0.8067,0.8118,2.7154,0.4956,4.9351,-1.3488
shark_bakedUV,0.9702,0.9229,5.2713,1.5044,9.0381,-2.4242
Triceratops_manifold,0.9526,0.9417,5.5461,1.3432,9.749,-2.7555
