ObjectName, MOS, LPIPS
to_subs_simpL10_qp10_qt7_decompJPEG_1024x1024_Q50, 1.16, 0.965572, 1.000000, 0.975525
to_subs_simpL10_qp11_qt8_decompJPEG_1024x1024_Q75, 1.15, 0.964706, 1.000000, 0.974360
to_subs_simpL10_qp11_qt8_decompJPEG_1024x1024_Q90, 1.14, 0.964209, 1.000000, 0.975405
to_subs_simpL10_qp11_qt8_decompJPEG_2048x2048_Q90, 1.02, 0.963675, 1.000000, 0.982781
to_subs_simpL10_qp7_qt10_decompJPEG_2048x2048_Q10, 1.05, 0.971015, 1.000000, 0.968040
to_subs_simpL10_qp7_qt9_decompJPEG_512x512_Q10, 1.00, 0.975012, 1.000000, 0.962074
to_subs_simpL1_qp7_qt7_decompJPEG_1024x1024_Q75, 1.23, 0.567426, 0.848595, 0.515845
to_subs_simpL1_qp8_qt7_decompJPEG_1440x1440_Q10, 1.89, 0.311232, 0.586387, 0.387969
to_subs_simpL2_qp11_qt7_decompJPEG_2048x2048_Q90, 4.23, 0.074915, 0.062058, 0.312736
to_subs_simpL3_qp10_qt7_decompJPEG_1440x1440_Q50, 3.98, 0.086005, 0.107407, 0.312073
to_subs_simpL3_qp8_qt10_decompJPEG_1024x1024_Q50, 2.03, 0.295279, 0.615569, 0.397653
to_subs_simpL3_qp8_qt10_decompJPEG_1440x1440_Q90, 1.79, 0.292846, 0.616974, 0.398346
to_subs_simpL3_qp8_qt10_decompJPEG_512x512_Q10, 1.84, 0.302460, 0.621322, 0.387380
to_subs_simpL3_qp8_qt6_decompJPEG_1440x1440_Q10, 1.82, 0.312422, 0.648231, 0.408718
to_subs_simpL4_qp9_qt6_decompJPEG_1024x1024_Q75, 3.65, 0.163455, 0.214534, 0.364052
to_subs_simpL5_qp9_qt6_decompJPEG_512x512_Q25, 3.98, 0.165043, 0.221772, 0.367912
to_subs_simpL6_qp10_qt7_decompJPEG_712x712_Q75, 4.13, 0.077662, 0.153696, 0.324017
to_subs_simpL6_qp7_qt10_decompJPEG_1024x1024_Q75, 1.29, 0.519362, 0.828276, 0.537021
to_subs_simpL6_qp7_qt10_decompJPEG_512x512_Q75, 1.33, 0.533486, 0.842006, 0.537278
to_subs_simpL6_qp7_qt8_decompJPEG_512x512_Q25, 1.29, 0.534793, 0.879547, 0.512835
to_subs_simpL6_qp7_qt9_decompJPEG_712x712_Q10, 1.17, 0.539415, 0.992324, 0.528303
to_subs_simpL7_qp8_qt6_decompJPEG_1024x1024_Q10, 1.93, 0.306107, 0.628820, 0.437163
