Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
1970.16_Neck_Amphora_100K,0.7944,0.7635,3.1909,-3.1265,9.5083,-1.7136
abel_highpoly_meshexp,0.2576,0.3126,0.7978,-4.2615,5.8572,-0.3681
Ailurodus_maculosus,0.7521,0.7004,4.2344,-1.0686,9.5375,-1.553
Beethoven_bakedUV2,0.9315,0.7271,5.6591,1.1969,10.1214,-2.5603
CharlieChaplin,0.964,0.9267,5.0888,0.668,9.5097,-0.7898
dom_utka,0.9354,0.8953,5.7563,1.182,10.3307,-2.512
Jomon_bakedUV,0.9493,0.9338,6.1675,0.884,11.451,-3.056
piano,0.3146,0.2837,1.9707,-4.5345,8.4759,-1.3085
sylvaniapathmaker,0.6194,0.5868,2.1786,-2.7995,7.1568,-0.5372
TimeWarner_SA_remote,0.4494,0.4579,2.2576,-3.4376,7.9528,0.479
to_subs,0.9821,0.9002,8.3168,3.2979,13.3357,-2.7998
