Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
170516_mia337_032122_600_200Kfaces_8192px_OBJ,0.8211,0.7985,5.1539,1.1596,9.1483,-2.0347
Ackerbau_BakedUV,0.8642,0.8396,4.0023,0.0452,7.9594,-2.0611
Alnus_japonica_398_250k,0.8256,0.8079,3.2581,-1.3573,7.8734,-2.2723
balustervase_BakedUV,0.8662,0.8059,3.8363,-0.1446,7.8173,-1.9495
bike_bakedUV2,0.9713,0.9272,5.4382,1.3362,9.5402,-2.424
CopticBookModel,0.8954,0.8718,3.8772,0.816,6.9383,-1.6873
load_objects,0.7335,0.813,4.9828,-0.3536,10.3193,-3.6956
mask-from-madang-province,0.614,0.6208,2.896,-0.067,5.859,-1.3682
pizza_bakedUV,0.7311,0.7019,4.83,-0.2056,9.8657,-2.8094
SculptureShaman,0.7435,0.6645,3.5305,0.6443,6.4167,-2.0501
statue,0.7839,0.6927,4.8172,-0.8167,10.4512,-2.6858
