Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
apollo_11,0.9327,1.0,4.9847,-4.6139,14.5832,-2.6098
apothecary_vase,0.9673,1.0,3.3363,-4.1902,10.8628,-1.6285
armillary_sphere_1771,0.9992,1.0,6.087,-4.938,17.1119,-1.7199
buste_cuirasse_de_marc_aurele_age,0.9752,1.0,11.2185,-15.3105,37.7475,-2.1086
butterflies_collection,0.9899,1.0,5.4117,-4.118,14.9415,-3.122
candle_stick,0.9926,1.0,6.0921,-5.0198,17.2039,-2.0402
cela_ruins_of_a_nuns_cell,0.9663,1.0,3.9223,-4.4933,12.338,-1.2055
creature_box_squid,0.9827,1.0,6.0176,-4.7474,16.7827,-2.0798
cyber_samurai,0.9964,1.0,7.2508,-5.1447,19.6462,-2.2471
dead_rose_smallCCremoved,0.9931,1.0,5.5827,-4.8456,16.0109,-3.008
electrodynamic,0.9985,0.9,5.9894,-5.6394,17.6182,-2.0029
frederic_fr00001,0.9786,1.0,6.0891,-7.2512,19.4294,-1.1005
green_tree_frog,0.9693,1.0,4.8569,-3.501,13.2148,-1.2572
grey_knight,0.9541,1.0,5.3794,-4.4882,15.247,-2.9522
heilig_grab_kapelle,0.9903,1.0,6.3852,-4.6386,17.409,-2.111
heliostat,0.9977,1.0,3.9937,-3.2844,11.2718,-1.3684
hussar_on_horseback,0.9953,1.0,6.4595,-5.792,18.711,-1.265
japanese_spiny_lobster,0.9875,1.0,6.1759,-3.1443,15.4962,-3.0687
just_a_girl,0.9952,1.0,5.7553,-3.8714,15.382,-3.3415
levi_fr00000,0.9971,1.0,9.9687,-9.0001,28.9375,-4.5297
luna_lionfish,0.9734,1.0,4.4436,-6.7306,15.6179,-1.0793
marble_mortar,0.9744,1.0,3.8009,-3.3266,10.9283,-1.7072
mira_w_gun,0.9602,1.0,4.788,-6.4678,16.0438,-1.6502
motorcycle,0.9915,1.0,5.0211,-3.9431,13.9852,-1.8468
orbiter_space_shutter,0.9651,0.9,6.4788,-9.0382,21.9958,-0.7418
piggy_bank,0.9966,1.0,7.5339,-5.1274,20.1952,-3.3184
police_station,0.9754,1.0,4.6675,-3.7296,13.0646,-1.4734
promo_ashtray,0.9881,1.0,4.0526,-4.2165,12.3216,-2.044
rafa_fr00001,0.9791,1.0,7.4642,-6.6673,21.5958,-1.9679
sakura_cherry_blossom,0.9675,1.0,3.9492,-3.0993,10.9978,-1.0183
stereoscopic_cam,0.9101,1.0,4.0599,-4.0665,12.1863,-2.5527
violin,0.995,1.0,4.407,-2.5961,11.41,-2.1601
ware_bowl,0.9856,1.0,7.161,-4.2695,18.5915,-4.6432
winter_girl,0.9689,1.0,4.5269,-4.0922,13.1461,-2.5401
wiz_boots,0.9925,1.0,4.7462,-3.5211,13.0136,-2.3594
wooden_gramophone,0.9935,1.0,5.3334,-4.1054,14.7722,-1.7454
zakopane_chair,0.9848,1.0,5.7444,-4.2416,15.7303,-2.245
