Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
170516_mia337_032122_600_200Kfaces_8192px_OBJ,0.8724,0.8338,6.2873,1.5412,11.0335,-2.1991
Ackerbau_BakedUV,0.9267,0.8934,4.361,0.3784,8.3435,-2.3294
Alnus_japonica_398_250k,0.8762,0.8465,3.5347,-1.221,8.2903,-2.3223
balustervase_BakedUV,0.7839,0.7237,3.7636,-0.5146,8.0418,-2.1467
bike_bakedUV2,0.9728,0.9286,4.8317,1.1867,8.4767,-2.5495
CopticBookModel,0.9132,0.9141,4.4049,0.9106,7.8991,-1.614
load_objects,0.9016,0.9268,5.4477,0.654,10.2413,-3.6057
mask-from-madang-province,0.7115,0.7112,3.5722,0.3643,6.7802,-1.5607
pizza_bakedUV,0.7934,0.7641,5.4505,0.1971,10.704,-3.0335
SculptureShaman,0.8432,0.7341,4.8944,1.2407,8.5482,-2.7185
statue,0.9116,0.8274,5.3283,-0.0555,10.7122,-3.0294
