Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
bear,0.9106,0.8857,4.893,2.0483,7.7377,-2.5521
bronzeCat,0.6107,0.6578,3.2151,-0.4619,6.8921,-1.9756
Deity_Earring_with_Vishnu_Garuda_and_chepu_100K,0.9568,0.9516,5.1851,0.4264,9.9438,-2.5739
Doryphoros_HighRes_4Mfaces_Simplified_BakedUV,0.6896,0.7361,2.4977,-0.5748,5.5702,0.0037
Elephant_zun_bakedUV,0.9015,0.8903,4.9533,1.0109,8.8956,-2.4209
Emberiza_calandra2,0.9319,0.8601,5.352,1.0082,9.6958,-2.9905
ET26_L_MK1,0.4934,0.4631,1.8524,-4.099,7.8038,-1.7586
Harrison_Front_Parlor_ChairSimplified,0.9043,0.8917,6.3517,2.1841,10.5193,-3.1845
model_Pastries_20180129_111506950,0.8134,0.7946,4.326,0.8437,7.8084,-1.6913
rescue_craft,0.8366,0.7858,3.8397,0.4442,7.2352,-1.908
SitzenderKnabeNC,0.944,0.9227,6.439,1.8746,11.0034,-2.8002
