ObjectName, MOS, LPIPS
yourMesh_simpL10_qp10_qt10_decompJPEG_1024x1024_Q50, 3.50, 0.335852, 0.396048, 0.424577, 0.456496
yourMesh_simpL10_qp10_qt10_decompJPEG_2048x2048_Q90, 3.84, 0.321950, 0.388339, 0.391727, 0.430223
yourMesh_simpL10_qp10_qt7_decompJPEG_1024x1024_Q90, 3.29, 0.408315, 0.424607, 0.529124, 0.487515
yourMesh_simpL10_qp10_qt7_decompJPEG_1440x1440_Q90, 3.33, 0.404350, 0.424409, 0.529811, 0.484333
yourMesh_simpL10_qp10_qt7_decompJPEG_2048x2048_Q90, 3.21, 0.402501, 0.423169, 0.514316, 0.479157
yourMesh_simpL10_qp10_qt8_decompJPEG_1440x1440_Q25, 3.55, 0.376491, 0.421487, 0.459743, 0.490154
yourMesh_simpL10_qp10_qt9_decompJPEG_1024x1024_Q75, 3.60, 0.332403, 0.394741, 0.421391, 0.449358
yourMesh_simpL10_qp10_qt9_decompJPEG_2048x2048_Q10, 3.31, 0.379055, 0.419965, 0.540410, 0.508297
yourMesh_simpL10_qp11_qt10_decompJPEG_2048x2048_Q25, 3.45, 0.333863, 0.395334, 0.407606, 0.446068
yourMesh_simpL10_qp11_qt6_decompJPEG_712x712_Q10, 2.30, 0.655954, 0.607759, 0.763890, 0.690401
yourMesh_simpL10_qp11_qt7_decompJPEG_2048x2048_Q10, 3.60, 0.456402, 0.447650, 0.622797, 0.547918
yourMesh_simpL10_qp11_qt9_decompJPEG_1440x1440_Q75, 3.63, 0.332117, 0.394402, 0.416498, 0.439894
yourMesh_simpL10_qp7_qt7_decompJPEG_1024x1024_Q25, 2.93, 0.486294, 0.461478, 0.574138, 0.550319
yourMesh_simpL10_qp7_qt7_decompJPEG_2048x2048_Q10, 3.12, 0.497025, 0.465153, 0.630645, 0.574343
yourMesh_simpL10_qp7_qt7_decompJPEG_2048x2048_Q50, 3.47, 0.455029, 0.444079, 0.522227, 0.507311
yourMesh_simpL10_qp7_qt7_decompJPEG_2048x2048_Q75, 3.43, 0.451333, 0.442130, 0.518708, 0.503038
yourMesh_simpL10_qp7_qt7_decompJPEG_2048x2048_Q90, 3.17, 0.450513, 0.442615, 0.514704, 0.501608
yourMesh_simpL10_qp7_qt7_decompJPEG_512x512_Q25, 3.25, 0.549992, 0.498815, 0.644249, 0.594973
yourMesh_simpL10_qp7_qt7_decompJPEG_712x712_Q50, 3.09, 0.486037, 0.457069, 0.565602, 0.544019
yourMesh_simpL10_qp7_qt8_decompJPEG_1024x1024_Q25, 3.19, 0.443908, 0.449813, 0.507013, 0.541922
yourMesh_simpL10_qp7_qt8_decompJPEG_1440x1440_Q25, 3.30, 0.423857, 0.438045, 0.486517, 0.523755
yourMesh_simpL10_qp8_qt10_decompJPEG_1024x1024_Q50, 3.50, 0.349039, 0.410931, 0.433874, 0.462849
yourMesh_simpL10_qp8_qt7_decompJPEG_1440x1440_Q10, 3.05, 0.494958, 0.474398, 0.650562, 0.571333
yourMesh_simpL10_qp9_qt7_decompJPEG_1440x1440_Q10, 3.36, 0.481610, 0.461436, 0.649870, 0.573508
yourMesh_simpL10_qp9_qt8_decompJPEG_1440x1440_Q75, 3.42, 0.362013, 0.408859, 0.435832, 0.465386
yourMesh_simpL1_qp10_qt8_decompJPEG_512x512_Q50, 3.93, 0.434951, 0.243660, 0.414687, 0.382036
yourMesh_simpL1_qp10_qt8_decompJPEG_712x712_Q75, 4.08, 0.398372, 0.228685, 0.370398, 0.342914
yourMesh_simpL1_qp11_qt7_decompJPEG_1440x1440_Q75, 2.52, 0.544045, 0.373277, 0.476630, 0.437211
yourMesh_simpL1_qp11_qt8_decompJPEG_1024x1024_Q25, 4.12, 0.349254, 0.193771, 0.316501, 0.271712
yourMesh_simpL1_qp11_qt8_decompJPEG_512x512_Q75, 4.25, 0.355604, 0.186528, 0.315268, 0.267726
yourMesh_simpL1_qp7_qt9_decompJPEG_1024x1024_Q25, 1.39, 0.942367, 0.912158, 0.996144, 0.943619
yourMesh_simpL1_qp8_qt8_decompJPEG_512x512_Q75, 3.07, 0.743216, 0.564875, 0.820882, 0.771364
yourMesh_simpL1_qp8_qt9_decompJPEG_712x712_Q50, 2.93, 0.681194, 0.516081, 0.778934, 0.716990
yourMesh_simpL1_qp9_qt8_decompJPEG_512x512_Q10, 3.32, 0.635767, 0.425927, 0.686963, 0.662590
yourMesh_simpL2_qp10_qt8_decompJPEG_512x512_Q25, 4.00, 0.448649, 0.248413, 0.422829, 0.384232
yourMesh_simpL2_qp10_qt8_decompJPEG_512x512_Q50, 4.05, 0.419318, 0.230273, 0.399039, 0.357929
yourMesh_simpL2_qp10_qt9_decompJPEG_712x712_Q90, 4.59, 0.217081, 0.111914, 0.207777, 0.182923
yourMesh_simpL2_qp11_qt8_decompJPEG_2048x2048_Q50, 4.17, 0.306504, 0.181233, 0.276607, 0.220608
yourMesh_simpL2_qp11_qt8_decompJPEG_512x512_Q75, 4.49, 0.343777, 0.181441, 0.306042, 0.259197
yourMesh_simpL3_qp11_qt7_decompJPEG_2048x2048_Q90, 2.84, 0.529205, 0.360093, 0.460051, 0.433437
yourMesh_simpL3_qp11_qt8_decompJPEG_512x512_Q50, 4.32, 0.348201, 0.187431, 0.332734, 0.268364
yourMesh_simpL3_qp11_qt8_decompJPEG_512x512_Q75, 4.33, 0.331683, 0.174546, 0.298296, 0.251751
yourMesh_simpL3_qp7_qt10_decompJPEG_1024x1024_Q10, 1.74, 0.933397, 0.904298, 0.993438, 0.946187
yourMesh_simpL3_qp7_qt10_decompJPEG_1440x1440_Q90, 1.77, 0.906677, 0.873238, 0.987551, 0.913289
yourMesh_simpL3_qp7_qt6_decompJPEG_512x512_Q25, 1.55, 0.979234, 0.969797, 0.998644, 0.979435
yourMesh_simpL3_qp9_qt8_decompJPEG_1024x1024_Q10, 3.42, 0.567969, 0.356953, 0.603381, 0.562803
yourMesh_simpL3_qp9_qt8_decompJPEG_1440x1440_Q25, 3.40, 0.500416, 0.315198, 0.507245, 0.495115
yourMesh_simpL4_qp11_qt8_decompJPEG_512x512_Q50, 4.50, 0.339223, 0.182945, 0.323243, 0.259587
yourMesh_simpL4_qp11_qt8_decompJPEG_712x712_Q10, 3.74, 0.414963, 0.240208, 0.453627, 0.346074
yourMesh_simpL4_qp11_qt8_decompJPEG_712x712_Q90, 3.89, 0.285955, 0.160593, 0.267859, 0.215126
yourMesh_simpL4_qp7_qt10_decompJPEG_2048x2048_Q75, 1.91, 0.880983, 0.837560, 0.974972, 0.911608
yourMesh_simpL4_qp9_qt8_decompJPEG_712x712_Q10, 3.41, 0.565394, 0.361358, 0.617346, 0.552335
yourMesh_simpL5_qp7_qt9_decompJPEG_512x512_Q10, 1.76, 0.904805, 0.857353, 0.977076, 0.939783
yourMesh_simpL5_qp9_qt8_decompJPEG_712x712_Q75, 3.62, 0.438240, 0.264793, 0.440032, 0.396606
yourMesh_simpL6_qp7_qt9_decompJPEG_1024x1024_Q10, 2.12, 0.874393, 0.787769, 0.950133, 0.916596
yourMesh_simpL6_qp8_qt10_decompJPEG_1440x1440_Q90, 3.24, 0.431102, 0.366487, 0.531306, 0.507292
yourMesh_simpL7_qp9_qt7_decompJPEG_1024x1024_Q10, 2.70, 0.613854, 0.425922, 0.623252, 0.540891
yourMesh_simpL7_qp9_qt8_decompJPEG_2048x2048_Q25, 3.83, 0.334893, 0.221539, 0.359047, 0.278915
yourMesh_simpL9_qp7_qt10_decompJPEG_1024x1024_Q10, 2.41, 0.583071, 0.518635, 0.703235, 0.639289
