Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
apollo_11,0.9474,1.0,5.2401,-4.8408,15.321,-2.5531
apothecary_vase,0.9552,1.0,3.3606,-4.3177,11.0389,-1.5481
armillary_sphere_1771,0.9998,1.0,6.2439,-5.2162,17.7041,-1.6634
buste_cuirasse_de_marc_aurele_age,0.9762,1.0,12.3055,-17.1198,41.7309,-2.0122
butterflies_collection,0.9903,1.0,5.3761,-4.0323,14.7844,-2.9051
candle_stick,0.993,1.0,5.7892,-4.763,16.3414,-2.0522
cela_ruins_of_a_nuns_cell,0.9727,1.0,4.1778,-4.9994,13.3551,-1.1241
creature_box_squid,0.9835,1.0,6.2118,-5.0389,17.4626,-2.0546
cyber_samurai,0.9969,1.0,7.7101,-5.6176,21.0377,-2.1461
dead_rose_smallCCremoved,0.9967,1.0,5.8842,-5.3635,17.1319,-2.9141
electrodynamic,0.9991,0.9,6.34,-6.2559,18.936,-1.8084
frederic_fr00001,0.9794,1.0,5.8283,-6.8489,18.5055,-1.0964
green_tree_frog,0.9684,1.0,5.0138,-3.8664,13.894,-1.2144
grey_knight,0.952,1.0,5.3691,-4.5143,15.2526,-2.7899
heilig_grab_kapelle,0.9871,1.0,6.2713,-4.8202,17.3628,-1.9184
heliostat,0.9986,1.0,4.2447,-3.6533,12.1428,-1.2951
hussar_on_horseback,0.9938,1.0,5.9479,-5.4425,17.3383,-1.2143
japanese_spiny_lobster,0.99,1.0,6.1218,-3.1274,15.3711,-3.0261
just_a_girl,0.9994,1.0,6.0857,-4.6419,16.8132,-2.8607
levi_fr00000,0.9949,1.0,10.7091,-10.5726,31.9909,-4.37
luna_lionfish,0.9717,1.0,5.2104,-7.9634,18.3841,-1.0692
marble_mortar,0.9817,1.0,4.1126,-3.5729,11.7981,-1.7028
mira_w_gun,0.9558,1.0,4.7053,-6.4249,15.8356,-1.5665
motorcycle,0.9877,1.0,5.7185,-4.7048,16.1419,-1.7411
orbiter_space_shutter,0.9659,0.9,8.0263,-11.1298,27.1824,-0.7471
piggy_bank,0.9976,1.0,7.8383,-5.469,21.1456,-3.2729
police_station,0.9722,1.0,5.0853,-4.2495,14.42,-1.4108
promo_ashtray,0.9849,1.0,4.2421,-4.7059,13.1901,-1.7501
rafa_fr00001,0.9774,1.0,7.5639,-6.9123,22.0401,-1.8936
sakura_cherry_blossom,0.9605,1.0,4.378,-3.6897,12.4457,-0.9231
stereoscopic_cam,0.9495,1.0,4.3476,-3.9412,12.6364,-2.5031
violin,0.9948,1.0,4.358,-2.6045,11.3205,-1.8479
ware_bowl,0.9889,1.0,7.0765,-4.5438,18.6968,-3.9596
winter_girl,0.9763,1.0,4.365,-3.8628,12.5927,-2.334
wiz_boots,0.9858,1.0,4.9246,-3.7543,13.6036,-2.0627
wooden_gramophone,0.9963,1.0,5.6695,-4.6152,15.9542,-1.7342
zakopane_chair,0.9805,1.0,5.9261,-4.4224,16.2746,-2.1136
