Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
bread_BakedUV,0.9426,0.9382,5.7583,0.7926,10.724,-3.1198
dino_retopo_uv,0.7841,0.8078,6.2812,1.4007,11.1616,-3.4261
dorfkirche,0.9649,0.931,5.3774,1.8937,8.8611,-3.335
Flintlock_Pistol,0.8737,0.8407,5.4466,1.2977,9.5956,-2.2614
Lidded-Ewer_bakedUV,0.9035,0.8681,5.9982,1.5539,10.4425,-3.098
lizard_BakedUV,0.9526,0.9117,5.3243,1.3141,9.3344,-2.3081
Orchid,0.5321,0.5967,5.7961,-5.768,17.3602,-2.7008
PlaningMachine200K,0.9532,0.9048,5.7922,1.6832,9.9012,-3.0965
PRI_Hepatus,0.8167,0.8287,2.8809,0.5502,5.2116,-1.5092
shark_bakedUV,0.9742,0.9224,4.9193,1.4132,8.4254,-2.5558
Triceratops_manifold,0.9535,0.9376,5.1687,1.2614,9.0761,-2.8944
