ObjectName, MOS, LPIPS
to_subs_simpL10_qp10_qt7_decompJPEG_1024x1024_Q50, 1.16, 0.824590, 1.000000, 0.964523
to_subs_simpL10_qp11_qt8_decompJPEG_1024x1024_Q75, 1.15, 0.805626, 1.000000, 0.967762
to_subs_simpL10_qp11_qt8_decompJPEG_1024x1024_Q90, 1.14, 0.805526, 1.000000, 0.968512
to_subs_simpL10_qp11_qt8_decompJPEG_2048x2048_Q90, 1.02, 0.805205, 1.000000, 0.970951
to_subs_simpL10_qp7_qt10_decompJPEG_2048x2048_Q10, 1.05, 0.864439, 1.000000, 0.961055
to_subs_simpL10_qp7_qt9_decompJPEG_512x512_Q10, 1.00, 0.867621, 1.000000, 0.964332
to_subs_simpL1_qp7_qt7_decompJPEG_1024x1024_Q75, 1.23, 0.496245, 0.606613, 0.355735
to_subs_simpL1_qp8_qt7_decompJPEG_1440x1440_Q10, 1.89, 0.287215, 0.579399, 0.295117
to_subs_simpL2_qp11_qt7_decompJPEG_2048x2048_Q90, 4.23, 0.065260, 0.090746, 0.217166
to_subs_simpL3_qp10_qt7_decompJPEG_1440x1440_Q50, 3.98, 0.073202, 0.076049, 0.221740
to_subs_simpL3_qp8_qt10_decompJPEG_1024x1024_Q50, 2.03, 0.271403, 0.655674, 0.247459
to_subs_simpL3_qp8_qt10_decompJPEG_1440x1440_Q90, 1.79, 0.270256, 0.673374, 0.253578
to_subs_simpL3_qp8_qt10_decompJPEG_512x512_Q10, 1.84, 0.281979, 0.651761, 0.258069
to_subs_simpL3_qp8_qt6_decompJPEG_1440x1440_Q10, 1.82, 0.293398, 0.692852, 0.249406
to_subs_simpL4_qp9_qt6_decompJPEG_1024x1024_Q75, 3.65, 0.141551, 0.124757, 0.235358
to_subs_simpL5_qp9_qt6_decompJPEG_512x512_Q25, 3.98, 0.145443, 0.133783, 0.230092
to_subs_simpL6_qp10_qt7_decompJPEG_712x712_Q75, 4.13, 0.091516, 0.077556, 0.228958
to_subs_simpL6_qp7_qt10_decompJPEG_1024x1024_Q75, 1.29, 0.475624, 0.669541, 0.359430
to_subs_simpL6_qp7_qt10_decompJPEG_512x512_Q75, 1.33, 0.478611, 0.663762, 0.347904
to_subs_simpL6_qp7_qt8_decompJPEG_512x512_Q25, 1.29, 0.478000, 0.690056, 0.349147
to_subs_simpL6_qp7_qt9_decompJPEG_712x712_Q10, 1.17, 0.483764, 0.690013, 0.354022
to_subs_simpL7_qp8_qt6_decompJPEG_1024x1024_Q10, 1.93, 0.311366, 0.607336, 0.269142
to_subs_simpL7_qp8_qt6_decompJPEG_1440x1440_Q10, 1.74, 0.309470, 0.617536, 0.268979
to_subs_simpL8_qp7_qt10_decompJPEG_2048x2048_Q25, 1.17, 0.440936, 0.668355, 0.342581
to_subs_simpL8_qp7_qt10_decompJPEG_512x512_Q10, 1.11, 0.452011, 0.686589, 0.336408
to_subs_simpL8_qp7_qt6_decompJPEG_1440x1440_Q75, 1.21, 0.454114, 0.777852, 0.338420
to_subs_simpL8_qp7_qt7_decompJPEG_512x512_Q10, 1.23, 0.455138, 0.694304, 0.351153
to_subs_simpL8_qp7_qt9_decompJPEG_512x512_Q10, 1.19, 0.449328, 0.725474, 0.337514
to_subs_simpL8_qp7_qt9_decompJPEG_712x712_Q10, 1.23, 0.454155, 0.713343, 0.330188
to_subs_simpL8_qp8_qt10_decompJPEG_1024x1024_Q25, 1.87, 0.293771, 0.543981, 0.302285
to_subs_simpL8_qp9_qt6_decompJPEG_512x512_Q75, 3.82, 0.159626, 0.117939, 0.244192
to_subs_simpL9_qp10_qt10_decompJPEG_712x712_Q90, 3.81, 0.191838, 0.255437, 0.261286
to_subs_simpL9_qp10_qt9_decompJPEG_2048x2048_Q75, 3.50, 0.187988, 0.253231, 0.266578
to_subs_simpL9_qp11_qt10_decompJPEG_512x512_Q90, 3.79, 0.163519, 0.272605, 0.256626
to_subs_simpL9_qp7_qt10_decompJPEG_2048x2048_Q10, 1.21, 0.531934, 0.694411, 0.347872
to_subs_simpL9_qp7_qt6_decompJPEG_1024x1024_Q10, 1.19, 0.545364, 0.823146, 0.362449
to_subs_simpL9_qp7_qt6_decompJPEG_1440x1440_Q75, 1.16, 0.547655, 0.819500, 0.360942
to_subs_simpL9_qp7_qt6_decompJPEG_2048x2048_Q10, 1.35, 0.539458, 0.808637, 0.358721
to_subs_simpL9_qp7_qt6_decompJPEG_512x512_Q10, 1.23, 0.542843, 0.797803, 0.364813
to_subs_simpL9_qp7_qt6_decompJPEG_512x512_Q25, 1.36, 0.539011, 0.817725, 0.359044
to_subs_simpL9_qp7_qt6_decompJPEG_712x712_Q10, 1.20, 0.542197, 0.836492, 0.359144
to_subs_simpL9_qp7_qt6_decompJPEG_712x712_Q50, 1.19, 0.541369, 0.787617, 0.358007
to_subs_simpL9_qp7_qt6_decompJPEG_712x712_Q75, 1.29, 0.538310, 0.803791, 0.359651
to_subs_simpL9_qp7_qt7_decompJPEG_1024x1024_Q75, 1.16, 0.520535, 0.559500, 0.335549
to_subs_simpL9_qp7_qt7_decompJPEG_2048x2048_Q75, 1.37, 0.520714, 0.554786, 0.334380
