ObjectName, MOS, LPIPS
to_subs_simpL10_qp10_qt7_decompJPEG_1024x1024_Q50, 1.16, 0.972414, 1.000000, 0.975640
to_subs_simpL10_qp11_qt8_decompJPEG_1024x1024_Q75, 1.15, 0.967544, 1.000000, 0.973636
to_subs_simpL10_qp11_qt8_decompJPEG_1024x1024_Q90, 1.14, 0.967128, 1.000000, 0.975158
to_subs_simpL10_qp11_qt8_decompJPEG_2048x2048_Q90, 1.02, 0.966854, 1.000000, 0.983068
to_subs_simpL10_qp7_qt10_decompJPEG_2048x2048_Q10, 1.05, 0.971992, 1.000000, 0.965912
to_subs_simpL10_qp7_qt9_decompJPEG_512x512_Q10, 1.00, 0.974302, 1.000000, 0.961101
to_subs_simpL1_qp7_qt7_decompJPEG_1024x1024_Q75, 1.23, 0.572695, 0.881477, 0.500179
to_subs_simpL1_qp8_qt7_decompJPEG_1440x1440_Q10, 1.89, 0.314960, 0.632361, 0.382054
to_subs_simpL2_qp11_qt7_decompJPEG_2048x2048_Q90, 4.23, 0.076484, 0.064325, 0.306219
to_subs_simpL3_qp10_qt7_decompJPEG_1440x1440_Q50, 3.98, 0.088163, 0.110915, 0.305723
to_subs_simpL3_qp8_qt10_decompJPEG_1024x1024_Q50, 2.03, 0.299173, 0.668758, 0.392499
to_subs_simpL3_qp8_qt10_decompJPEG_1440x1440_Q90, 1.79, 0.296598, 0.670041, 0.392502
to_subs_simpL3_qp8_qt10_decompJPEG_512x512_Q10, 1.84, 0.305282, 0.666163, 0.383458
to_subs_simpL3_qp8_qt6_decompJPEG_1440x1440_Q10, 1.82, 0.314375, 0.702424, 0.404010
to_subs_simpL4_qp9_qt6_decompJPEG_1024x1024_Q75, 3.65, 0.167241, 0.229707, 0.358335
to_subs_simpL5_qp9_qt6_decompJPEG_512x512_Q25, 3.98, 0.168805, 0.234924, 0.363739
to_subs_simpL6_qp10_qt7_decompJPEG_712x712_Q75, 4.13, 0.079913, 0.162187, 0.317012
to_subs_simpL6_qp7_qt10_decompJPEG_1024x1024_Q75, 1.29, 0.526141, 0.853250, 0.521677
to_subs_simpL6_qp7_qt10_decompJPEG_512x512_Q75, 1.33, 0.538926, 0.864635, 0.523089
to_subs_simpL6_qp7_qt8_decompJPEG_512x512_Q25, 1.29, 0.539053, 0.912399, 0.497462
to_subs_simpL6_qp7_qt9_decompJPEG_712x712_Q10, 1.17, 0.544458, 1.000000, 0.512504
