Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
1970.16_Neck_Amphora_100K,0.7425,0.7396,3.4716,-3.8719,10.815,-1.5048
abel_highpoly_meshexp,0.1506,0.1269,-0.5725,-6.792,5.6471,0.1521
Ailurodus_maculosus,0.7965,0.7227,5.1165,-0.9835,11.2166,-1.6845
Beethoven_bakedUV2,0.927,0.7424,5.562,1.2289,9.895,-2.0862
CharlieChaplin,0.9657,0.9319,5.3428,0.6418,10.0437,-0.8161
dom_utka,0.9227,0.8911,5.5967,1.0267,10.1666,-2.497
Jomon_bakedUV,0.9482,0.9228,6.1523,0.741,11.5637,-2.5557
piano,0.8942,0.711,7.7522,-1.7053,17.2096,-2.7561
sylvaniapathmaker,0.6531,0.6688,2.1975,-2.5706,6.9656,-0.493
TimeWarner_SA_remote,0.8682,0.7287,3.2555,-0.8258,7.3368,-0.3175
to_subs,0.9589,0.8644,9.01,3.3466,14.6734,-1.9095
