Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
170516_mia337_032122_600_200Kfaces_8192px_OBJ,0.8267,0.8015,5.2997,1.1994,9.3999,-2.0167
Ackerbau_BakedUV,0.8743,0.8529,4.1282,0.0904,8.166,-2.0406
Alnus_japonica_398_250k,0.8316,0.8124,3.3819,-1.3789,8.1427,-2.2743
balustervase_BakedUV,0.8585,0.7986,3.863,-0.1821,7.9082,-1.8979
bike_bakedUV2,0.9712,0.9268,5.5861,1.3724,9.7997,-2.4171
CopticBookModel,0.8954,0.8714,3.9483,0.8209,7.0757,-1.6513
load_objects,0.746,0.8193,4.7791,-0.2339,9.7921,-3.4585
mask-from-madang-province,0.6252,0.6312,2.9599,-0.0178,5.9375,-1.3416
pizza_bakedUV,0.7391,0.7059,4.933,-0.1612,10.0271,-2.7789
SculptureShaman,0.7552,0.6695,3.6344,0.6994,6.5693,-2.0399
statue,0.7973,0.712,4.8531,-0.7165,10.4228,-2.6334
