ObjectName, MOS, LPIPS
to_subs_simpL10_qp10_qt7_decompJPEG_1024x1024_Q50, 1.16, 0.831660, 1.000000, 0.990277
to_subs_simpL10_qp11_qt8_decompJPEG_1024x1024_Q75, 1.15, 0.821299, 1.000000, 0.998517
to_subs_simpL10_qp11_qt8_decompJPEG_1024x1024_Q90, 1.14, 0.821154, 1.000000, 0.999258
to_subs_simpL10_qp11_qt8_decompJPEG_2048x2048_Q90, 1.02, 0.820644, 1.000000, 0.999781
to_subs_simpL10_qp7_qt10_decompJPEG_2048x2048_Q10, 1.05, 0.893221, 1.000000, 0.991372
to_subs_simpL10_qp7_qt9_decompJPEG_512x512_Q10, 1.00, 0.898197, 1.000000, 0.995866
to_subs_simpL1_qp7_qt7_decompJPEG_1024x1024_Q75, 1.23, 0.529900, 0.708320, 0.516150
to_subs_simpL1_qp8_qt7_decompJPEG_1440x1440_Q10, 1.89, 0.314915, 0.648277, 0.404415
to_subs_simpL2_qp11_qt7_decompJPEG_2048x2048_Q90, 4.23, 0.071751, 0.109886, 0.313222
to_subs_simpL3_qp10_qt7_decompJPEG_1440x1440_Q50, 3.98, 0.079103, 0.085304, 0.319714
to_subs_simpL3_qp8_qt10_decompJPEG_1024x1024_Q50, 2.03, 0.298520, 0.778536, 0.359841
to_subs_simpL3_qp8_qt10_decompJPEG_1440x1440_Q90, 1.79, 0.296693, 0.801568, 0.367206
to_subs_simpL3_qp8_qt10_decompJPEG_512x512_Q10, 1.84, 0.311720, 0.766993, 0.373024
to_subs_simpL3_qp8_qt6_decompJPEG_1440x1440_Q10, 1.82, 0.326055, 0.796404, 0.363865
to_subs_simpL4_qp9_qt6_decompJPEG_1024x1024_Q75, 3.65, 0.148898, 0.126314, 0.339467
to_subs_simpL5_qp9_qt6_decompJPEG_512x512_Q25, 3.98, 0.156012, 0.131833, 0.333213
to_subs_simpL6_qp10_qt7_decompJPEG_712x712_Q75, 4.13, 0.100189, 0.084232, 0.328202
to_subs_simpL6_qp7_qt10_decompJPEG_1024x1024_Q75, 1.29, 0.544909, 0.807760, 0.512814
to_subs_simpL6_qp7_qt10_decompJPEG_512x512_Q75, 1.33, 0.548805, 0.803250, 0.499882
to_subs_simpL6_qp7_qt8_decompJPEG_512x512_Q25, 1.29, 0.545568, 0.828452, 0.494000
to_subs_simpL6_qp7_qt9_decompJPEG_712x712_Q10, 1.17, 0.555896, 0.826989, 0.504948
to_subs_simpL7_qp8_qt6_decompJPEG_1024x1024_Q10, 1.93, 0.340884, 0.702132, 0.384318
