ObjectName, MOS, LPIPS
to_subs_simpL10_qp10_qt7_decompJPEG_1024x1024_Q50, 1.16, 0.842971, 1.000000, 0.988432
to_subs_simpL10_qp11_qt8_decompJPEG_1024x1024_Q75, 1.15, 0.831652, 1.000000, 0.994043
to_subs_simpL10_qp11_qt8_decompJPEG_1024x1024_Q90, 1.14, 0.831520, 1.000000, 0.994591
to_subs_simpL10_qp11_qt8_decompJPEG_2048x2048_Q90, 1.02, 0.831090, 1.000000, 0.995892
to_subs_simpL10_qp7_qt10_decompJPEG_2048x2048_Q10, 1.05, 0.902791, 1.000000, 0.987333
to_subs_simpL10_qp7_qt9_decompJPEG_512x512_Q10, 1.00, 0.907141, 1.000000, 0.992387
to_subs_simpL1_qp7_qt7_decompJPEG_1024x1024_Q75, 1.23, 0.548022, 0.770519, 0.496960
to_subs_simpL1_qp8_qt7_decompJPEG_1440x1440_Q10, 1.89, 0.322337, 0.716774, 0.393604
to_subs_simpL2_qp11_qt7_decompJPEG_2048x2048_Q90, 4.23, 0.074386, 0.114766, 0.305604
to_subs_simpL3_qp10_qt7_decompJPEG_1440x1440_Q50, 3.98, 0.082850, 0.089751, 0.311240
to_subs_simpL3_qp8_qt10_decompJPEG_1024x1024_Q50, 2.03, 0.305036, 0.846445, 0.353009
to_subs_simpL3_qp8_qt10_decompJPEG_1440x1440_Q90, 1.79, 0.303764, 0.875896, 0.360573
to_subs_simpL3_qp8_qt10_decompJPEG_512x512_Q10, 1.84, 0.318426, 0.830926, 0.365235
to_subs_simpL3_qp8_qt6_decompJPEG_1440x1440_Q10, 1.82, 0.330613, 0.869949, 0.358895
to_subs_simpL4_qp9_qt6_decompJPEG_1024x1024_Q75, 3.65, 0.156721, 0.140073, 0.331913
to_subs_simpL5_qp9_qt6_decompJPEG_512x512_Q25, 3.98, 0.163207, 0.143585, 0.327268
to_subs_simpL6_qp10_qt7_decompJPEG_712x712_Q75, 4.13, 0.103256, 0.092091, 0.318590
to_subs_simpL6_qp7_qt10_decompJPEG_1024x1024_Q75, 1.29, 0.558485, 0.852243, 0.498462
to_subs_simpL6_qp7_qt10_decompJPEG_512x512_Q75, 1.33, 0.561632, 0.845776, 0.485633
to_subs_simpL6_qp7_qt8_decompJPEG_512x512_Q25, 1.29, 0.559163, 0.878882, 0.477546
to_subs_simpL6_qp7_qt9_decompJPEG_712x712_Q10, 1.17, 0.566707, 0.861627, 0.492136
to_subs_simpL7_qp8_qt6_decompJPEG_1024x1024_Q10, 1.93, 0.346421, 0.758694, 0.375938
to_subs_simpL7_qp8_qt6_decompJPEG_1440x1440_Q10, 1.74, 0.345445, 0.775863, 0.377206
to_subs_simpL8_qp7_qt10_decompJPEG_2048x2048_Q25, 1.17, 0.507089, 0.847499, 0.472757
to_subs_simpL8_qp7_qt10_decompJPEG_512x512_Q10, 1.11, 0.520273, 0.865089, 0.463291
to_subs_simpL8_qp7_qt6_decompJPEG_1440x1440_Q75, 1.21, 0.524638, 1.000000, 0.468323
to_subs_simpL8_qp7_qt7_decompJPEG_512x512_Q10, 1.23, 0.523764, 0.880519, 0.453139
to_subs_simpL8_qp7_qt9_decompJPEG_512x512_Q10, 1.19, 0.517340, 0.913323, 0.464340
to_subs_simpL8_qp7_qt9_decompJPEG_712x712_Q10, 1.23, 0.524789, 0.886891, 0.456263
to_subs_simpL8_qp8_qt10_decompJPEG_1024x1024_Q25, 1.87, 0.329703, 0.639991, 0.416237
to_subs_simpL8_qp9_qt6_decompJPEG_512x512_Q75, 3.82, 0.177985, 0.138194, 0.348228
to_subs_simpL9_qp10_qt10_decompJPEG_712x712_Q90, 3.81, 0.213096, 0.337911, 0.372018
to_subs_simpL9_qp10_qt9_decompJPEG_2048x2048_Q75, 3.50, 0.208846, 0.339217, 0.383741
to_subs_simpL9_qp11_qt10_decompJPEG_512x512_Q90, 3.79, 0.179988, 0.372993, 0.369887
to_subs_simpL9_qp7_qt10_decompJPEG_2048x2048_Q10, 1.21, 0.600056, 0.852644, 0.483975
to_subs_simpL9_qp7_qt6_decompJPEG_1024x1024_Q10, 1.19, 0.616746, 1.000000, 0.499672
to_subs_simpL9_qp7_qt6_decompJPEG_1440x1440_Q75, 1.16, 0.615109, 0.998015, 0.497753
to_subs_simpL9_qp7_qt6_decompJPEG_2048x2048_Q10, 1.35, 0.608425, 0.973128, 0.496574
