Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
bear,0.9645,0.9155,6.3878,2.1717,10.6039,-2.4712
bronzeCat,0.814,0.8167,5.5813,0.3753,10.7874,-3.1343
Deity_Earring_with_Vishnu_Garuda_and_chepu_100K,0.8879,0.784,4.0955,0.0562,8.1348,-2.1297
Doryphoros_HighRes_4Mfaces_Simplified_BakedUV,0.8201,0.7737,4.3774,-0.3123,9.0672,-1.2535
Elephant_zun_bakedUV,0.9535,0.9095,5.4221,1.2922,9.552,-2.7491
Emberiza_calandra2,0.8695,0.7019,4.8594,0.7312,8.9876,-2.4829
ET26_L_MK1,0.3611,0.3625,1.2452,-4.2967,6.7871,-1.5716
Harrison_Front_Parlor_ChairSimplified,0.9156,0.9173,6.5439,2.3428,10.745,-3.282
model_Pastries_20180129_111506950,0.8786,0.8897,5.1454,1.1915,9.0993,-1.8086
rescue_craft,0.9305,0.9071,5.2528,0.9053,9.6002,-2.2024
SitzenderKnabeNC,0.8691,0.864,5.5294,1.3152,9.7437,-2.4327
