Object,Pearson,Spearman,Slope,CI_slope_lower,CI_slope_upper,Intercept,R2
AsparnLoewe_C,0.9061,0.9044,8.8312,2.3151,15.3473,-2.9643
Boiler,0.9351,0.938,5.0211,1.0234,9.0189,-1.5544
diez_BakedUV,0.919,0.8854,5.5664,2.0337,9.0991,-2.8712
GeorgeWashington_BakedUV,0.8544,0.7627,4.6632,-0.9529,10.2793,-1.511
GoldenStatueModel,0.9804,0.9634,4.845,1.9591,7.7309,-1.803
Graphosoma,0.6516,0.3072,3.18,0.3083,6.0516,-1.646
JaneAnne_WithBase,0.9274,0.9609,4.0925,0.5209,7.664,-1.456
Orbiter_Space_Shuttle_OV-103_Discovery-150k-4096,0.8486,0.8497,3.8918,0.2202,7.5634,-0.6432
skiboot_BakedUV,0.9605,0.8671,4.2621,0.7196,7.8046,-1.4926
Streblognathus,0.9193,0.945,5.2184,2.2053,8.2315,-2.4495
yourMesh,0.834,0.7249,3.6892,0.559,6.8194,-2.3013
